latitude,longitude,name,security,strength
44.939282,-93.299691,Main,3,42
44.939282,-93.299691,USI-Fiber_2EE8,3,43
44.939282,-93.299691,xfinitywifi,0,37
44.939282,-93.299691,Fuzznet,3,41
44.939282,-93.299691,Fuzznet Guest Network,3,41
44.939282,-93.299691,usiw_secure,3,39
44.939282,-93.299691,usiw_secure_S13N116T1,3,41
44.939282,-93.299691,!USI Fiber Available!,0,41
44.939282,-93.299691,City of Minneapolis Public WiFi,0,43
44.939282,-93.299691,myqwest4501,3,34
44.939282,-93.299691,USI Wireless,0,42
44.939282,-93.299691,brandtfontaine1445,3,45
44.939282,-93.299691,Kronkd,3,42
44.939282,-93.299691,Holman Kingdom,3,37
44.939282,-93.299691,Blakelywifi-2.4,3,37
44.939282,-93.299691,Annie Fontaine's Network,3,38
44.939290,-93.299723,Main,3,35
44.939290,-93.299723,USI-Fiber_2EE8,3,47
44.939290,-93.299723,Fuzznet Guest Network,3,39
44.939290,-93.299723,City of Minneapolis Public WiFi,0,48
44.939290,-93.299723,HOME-F172,3,37
44.939290,-93.299723,xfinitywifi,0,37
44.939290,-93.299723,usiw_secure,3,46
44.939290,-93.299723,usiw_secure_S13N012T2,3,47
44.939290,-93.299723,USI Wireless,0,46
44.939290,-93.299723,USI_Fiber-33C3 2.4G,3,41
44.939290,-93.299723,brandtfontaine1445,3,44
44.939290,-93.299723,Kronkd,3,38
44.939290,-93.299723,usiw_secure_S13N142T1,3,43
44.939290,-93.299723,!USI Fiber Available!,0,43
44.939290,-93.299723,Holman Kingdom,3,38
44.939290,-93.299723,Annie Fontaine's Network,3,38
44.939290,-93.299723,HOME-DC12,3,47
44.939290,-93.299723,usiw_secure_S13N116T1,3,44
44.939290,-93.299723,Brotel Brolifornia,3,38
44.939290,-93.299723,Fuzznet,3,39
44.939380,-93.299414,CenturyLink7827,3,45
44.939380,-93.299414,Main,3,40
44.939380,-93.299414,xfinitywifi,0,43
44.939380,-93.299414,USI-Fiber_2EE8,3,44
44.939380,-93.299414,Blakelywifi-2.4,3,43
44.939380,-93.299414,TheGopherHole,3,45
44.939380,-93.299414,usiw_secure,3,36
44.939380,-93.299414,usiw_secure_S13N012T2,3,57
44.939380,-93.299414,City of Minneapolis Public WiFi,0,47
44.939380,-93.299414,USI Wireless,0,40
44.939380,-93.299414,usiw_secure_S13N116T1,3,43
44.939380,-93.299414,!USI Fiber Available!,0,56
44.939380,-93.299414,Kronkd,3,38
44.939380,-93.299414,myqwest4501,3,35
44.939380,-93.299414,brandtfontaine1445,3,44
44.939445,-93.298991,CenturyLink7827,3,39
44.939445,-93.298991,xfinitywifi,0,38
44.939445,-93.298991,happyhome,3,39
44.939445,-93.298991,usiw_secure,3,53
44.939445,-93.298991,!USI Fiber Available!,0,53
44.939445,-93.298991,usiw_secure_S13N116T1,3,53
44.939445,-93.298991,USI Wireless,0,53
44.939445,-93.298991,City of Minneapolis Public WiFi,0,53
44.939445,-93.298991,CenturyLink7069,3,39
44.939445,-93.298991,usiw_secure_S13N012T2,3,60
44.939445,-93.298991,MattandKatie,3,39
44.939445,-93.298991,HOME-9C77-2.4,3,40
44.939445,-93.298991,Wanda,3,36
44.939445,-93.298991,Main,3,39
44.939445,-93.298991,WaveSalon-Guest,3,38
44.939445,-93.298991,WaveSalon,3,39
44.939445,-93.298991,NiceCedar,3,44
44.939445,-93.298991,NiceCedar-guest,0,44
44.939510,-93.298551,happyhome,3,46
44.939510,-93.298551,usiw_secure,3,42
44.939510,-93.298551,usiw_secure_S13N012T2,3,63
44.939510,-93.298551,!USI Fiber Available!,0,43
44.939510,-93.298551,USI Wireless,0,62
44.939510,-93.298551,City of Minneapolis Public WiFi,0,63
44.939510,-93.298551,WAV-Voice,3,39
44.939510,-93.298551,WaveSalon-Guest,3,45
44.939510,-93.298551,WaveSalon,3,39
44.939510,-93.298551,NiceCedar,3,40
44.939510,-93.298551,NiceCedar-guest,0,40
44.939510,-93.298551,Chocolate2,3,36
44.939510,-93.298551,CenturyLink3379,3,39
44.939795,-93.298454,NETGEAR23,3,47
44.939795,-93.298454,HOME-FEB8-2.4,3,51
44.939795,-93.298454,xfinitywifi,0,40
44.939795,-93.298454,HOME-27D4,3,54
44.939795,-93.298454,!USI Fiber Available!,0,59
44.939795,-93.298454,City of Minneapolis Public WiFi,0,49
44.939795,-93.298454,linksys,2,38
44.939795,-93.298454,Test USI,3,48
44.939795,-93.298454,usiw_secure,3,58
44.939795,-93.298454,USI Wireless,0,59
44.939795,-93.298454,Pretty Fly For A Wi-Fi,2,42
44.939795,-93.298454,MS8,3,40
44.939795,-93.298454,usiw_secure_S13N012T2,3,60
44.939795,-93.298454,MOTOROLA-04337,3,36
44.939795,-93.298454,HOME-9C77-2.4,3,43
44.939795,-93.298454,belkin.c0a,3,43
44.939795,-93.298454,A Little Bit Router Now,3,39
44.939795,-93.298454,HOME-E798,3,39
44.940210,-93.298421,usiw_secure,3,56
44.940210,-93.298421,xfinitywifi,0,36
44.940210,-93.298421,usiw_secure_S13N011T2,3,51
44.940210,-93.298421,!USI Fiber Available!,0,57
44.940210,-93.298421,City of Minneapolis Public WiFi,0,57
44.940210,-93.298421,Pretty Fly For A Wi-Fi,2,38
44.940210,-93.298421,USI Wireless,0,56
44.940210,-93.298421,usiw_secure_S13N012T2,3,57
44.940210,-93.298421,usiw_secure_S13N010T2,3,42
44.940210,-93.298421,HOME-FEB8-2.4,3,39
44.940210,-93.298421,2410,3,38
44.940210,-93.298421,SPRE-guest,0,36
44.940210,-93.298421,HOME-27D4,3,44
44.940210,-93.298421,KiekeLaw,3,39
44.940210,-93.298421,HOME-5272,3,39
44.940210,-93.298421,linksys,2,38
44.940519,-93.298405,SPRE,3,39
44.940519,-93.298405,SPRE-guest,0,42
44.940519,-93.298405,City of Minneapolis Public WiFi,0,42
44.940519,-93.298405,!USI Fiber Available!,0,46
44.940519,-93.298405,Chez Ampersand,3,45
44.940519,-93.298405,xfinitywifi,0,49
44.940519,-93.298405,USI Wireless,0,39
44.940519,-93.298405,AP Extreme,3,40
44.940519,-93.298405,usiw_secure,3,45
44.940519,-93.298405,usiw_secure_S13N012T2,3,45
44.940519,-93.298405,usiw_secure_S13N010T2,3,43
44.940519,-93.298405,LittleKidLovers,3,39
44.940519,-93.298405,prinney,3,46
44.940519,-93.298405,NETGEAR60,3,56
44.940519,-93.298405,DungeonNet,3,42
44.940519,-93.298405,CenturyLink2128,3,40
44.940999,-93.298356,SPRE,3,42
44.940999,-93.298356,HOME-05A2,3,39
44.940999,-93.298356,SPRE-guest,0,39
44.940999,-93.298356,HOME-7382,3,43
44.940999,-93.298356,!USI Fiber Available!,0,43
44.940999,-93.298356,HOME-F682,3,42
44.940999,-93.298356,raymond kush,3,40
44.940999,-93.298356,xfinitywifi,0,39
44.940999,-93.298356,usiw_secure,3,44
44.940999,-93.298356,usiw_secure_S13N010T2,3,40
44.940999,-93.298356,M O O N R I S E K I N G D O M,3,36
44.940999,-93.298356,LittleKidLovers,3,36
44.940999,-93.298356,NETGEAR69,3,38
44.940999,-93.298356,prinney,3,42
44.940999,-93.298356,WiFi You Fools,3,40
44.940999,-93.298356,CenturyLink0071,3,43
44.940999,-93.298356,CodenameDuchess,3,39
44.940999,-93.298356,CenturyLink6296,3,42
44.940999,-93.298356,HOME-9E22,3,40
44.940999,-93.298356,HOME-8ED7,3,43
44.941382,-93.298356,SPRE,3,55
44.941382,-93.298356,SPRE-guest,0,62
44.941382,-93.298356,usiw_secure,3,61
44.941382,-93.298356,usiw_secure_S13N011T2,3,61
44.941382,-93.298356,City of Minneapolis Public WiFi,0,60
44.941382,-93.298356,!USI Fiber Available!,0,46
44.941382,-93.298356,whiskey and donuts,3,36
44.941382,-93.298356,qwest2016,3,40
44.941382,-93.298356,HOME-3A3C,3,38
44.941382,-93.298356,Chez Ampersand,3,42
44.941382,-93.298356,Puppy Party 2014,3,44
44.941382,-93.298356,USI Wireless,0,60
44.941382,-93.298356,M O O N R I S E K I N G D O M,3,44
44.941382,-93.298356,xfinitywifi,0,42
44.941382,-93.298356,HOME-F682,3,45
44.941382,-93.298356,HOME-05A2,3,43
44.941382,-93.298356,NETGEAR69,3,42
44.941382,-93.298356,CenturyLink0071,3,59
44.941382,-93.298356,usiw_secure_S13N010T2,3,53
44.941740,-93.298193,USI Wireless,0,53
44.941740,-93.298193,BigCheese,3,44
44.941740,-93.298193,!USI Fiber Available!,0,49
44.941740,-93.298193,PARADISE,3,40
44.941740,-93.298193,xfinitywifi,0,52
44.941740,-93.298193,HOME-EA34,3,41
44.941740,-93.298193,qwest2016,3,36
44.941740,-93.298193,CenturyLink6094,3,37
44.941740,-93.298193,HOME-3A3C,3,41
44.941740,-93.298193,City of Minneapolis Public WiFi,0,58
44.941740,-93.298193,Puppy Party 2014,3,46
44.941740,-93.298193,LaTerre-2.4,3,50
44.941740,-93.298193,usiw_secure_S13N010T2,3,43
44.941740,-93.298193,Downstairs,0,37
44.941740,-93.298193,usiw_secure_S13N012T2,3,49
44.941740,-93.298193,KittenLair,3,39
44.941740,-93.298193,KittenLair-guest,0,39
44.941740,-93.298193,tuborg,3,37
44.941740,-93.298193,HOME-9E22,3,40
44.941740,-93.298193,WiFi,3,44
44.942041,-93.298112,HOME-64C0,3,48
44.942131,-93.298096,xfinitywifi,0,47
44.942131,-93.298096,zxzxzxz,2,41
44.942131,-93.298096,CenturyLink5533,3,39
44.942131,-93.298096,usiw_secure,3,46
44.942131,-93.298096,usiw_secure_S13N012T2,3,39
44.942350,-93.298356,USI Wireless,0,52
44.942350,-93.298356,usiw_secure,3,62
44.942424,-93.298389,dustybenders,3,40
44.942424,-93.298389,xfinitywifi,0,50
44.942424,-93.298389,usiw_secure_S13N011T2,3,48
44.942424,-93.298389,Thayer,3,39
44.942424,-93.298389,Snowbray,3,39
44.942424,-93.298389,!USI Fiber Available!,0,60
44.942424,-93.298389,City of Minneapolis Public WiFi,0,62
44.942424,-93.298389,usiw_secure_S13N010T2,3,61
44.942424,-93.298389,Vaes Dothrak,3,36
44.942424,-93.298389,BackOnline,3,43
44.942424,-93.298389,NELSON,3,40
44.942424,-93.298389,HOME-5CCA-2.4,3,50
44.942424,-93.298389,CenturyLink4086,3,45
44.942424,-93.298389,HotTubPub,3,51
44.942424,-93.298389,TheGreenRoom,3,40
44.942424,-93.298389,HOME-5492,3,36
44.942424,-93.298389,The West Wing,3,47
44.942424,-93.298389,owlhead-2.4,3,37
44.942424,-93.298389,dlink_EXT,0,40
44.942668,-93.298421,HOME-9E52,3,41
44.942668,-93.298421,!USI Fiber Available!,0,58
44.942749,-93.298421,dustybenders,3,39
44.942749,-93.298421,xfinitywifi,0,37
44.942749,-93.298421,usiw_secure_S13N011T2,3,46
44.942749,-93.298421,Yell POOP for password,3,39
44.942749,-93.298421,usiw_secure,3,59
44.942749,-93.298421,HOME-5492,3,48
44.942749,-93.298421,Vaes Dothrak,3,51
44.942749,-93.298421,usiw_secure_S13N010T2,3,58
44.942749,-93.298421,EnoughSven,3,37
44.942749,-93.298421,ASUS,3,41
44.942749,-93.298421,HOME-9122,3,41
44.942749,-93.298421,HotTubPub,3,44
44.942749,-93.298421,hankhanka,3,41
44.942749,-93.298421,USI Wireless,0,45
44.942749,-93.298421,HP-Print-BC-Officejet Pro 8600,3,40
44.942749,-93.298421,FULCRUMGROUP,3,39
44.942749,-93.298421,Law Office of Joshua Williams,3,37
44.942749,-93.298421,DLINC,3,41
44.943050,-93.298438,DLINC,3,46
44.943050,-93.298438,usiw_secure_S13N140T1,3,43
44.943050,-93.298438,ngHub_3EX236N70171A,3,43
44.943164,-93.298405,City of Minneapolis Public WiFi,0,41
44.943164,-93.298405,poopyscudders,3,39
44.943164,-93.298405,NETGEAR24,3,37
44.943164,-93.298405,!USI Fiber Available!,0,39
44.943164,-93.298405,usiw_secure,3,39
44.943164,-93.298405,hankhanka,3,37
44.943164,-93.298405,BatCave,2,39
44.943164,-93.298405,HOME-8562,3,39
44.943164,-93.298405,HP-Print-C7-ENVY 4500 series,3,39
44.943164,-93.298405,McDonald's Free Wifi,3,40
44.943164,-93.298405,Heisenberg,3,40
44.943164,-93.298405,xfinitywifi,0,40
44.943164,-93.298405,air watch,2,41
44.943164,-93.298405,Law Office of Joshua Williams,3,43
44.943164,-93.298405,Yell POOP for password,3,40
44.943164,-93.298405,MAC OS user,3,37
44.943164,-93.298405,NETGEAR11,3,37
44.943164,-93.298405,peachiekay,3,40
44.943400,-93.298372,DLINC,3,43
44.943400,-93.298372,usiw_secure_S13N008T2,3,46
44.943400,-93.298372,usiw_secure,3,47
44.943400,-93.298372,usiw_secure_S13N140T1,3,41
44.943490,-93.298356,usiw_secure_S13N011T2,3,48
44.943490,-93.298356,City of Minneapolis Public WiFi,0,46
44.943490,-93.298356,!USI Fiber Available!,0,41
44.943490,-93.298356,BatCave,2,39
44.943490,-93.298356,HP-Print-29-LaserJet 200 color,3,36
44.943490,-93.298356,Belkin.4D9A,3,41
44.943490,-93.298356,poopyscudders,3,36
44.943490,-93.298356,HOME-8562,3,36
44.943490,-93.298356,xfinitywifi,0,40
44.943490,-93.298356,FULCRUMGROUP,3,41
44.943490,-93.298356,ASUS,3,43
44.943490,-93.298356,DadsandChadsPad,3,43
44.943490,-93.298356,HOME-8B82,3,39
44.943490,-93.298356,Shepard,3,37
44.943490,-93.298356,peachiekay,3,44
44.943490,-93.298356,Yell POOP for password,3,43
44.943791,-93.298340,Toby,3,40
44.943791,-93.298340,HideYaKidsHideYaWifi,3,41
44.943791,-93.298340,AIRPORT EXTREME,3,41
44.943791,-93.298340,CenturyLink7727,3,47
44.943791,-93.298340,HOME-4EE5,3,46
44.943840,-93.298372,Surfboart,3,43
44.943840,-93.298372,airport extreme,3,47
44.943840,-93.298372,City of Minneapolis Public WiFi,0,43
44.943840,-93.298372,usiw_secure_S13N140T1,3,45
44.943840,-93.298372,usiw_secure,3,45
44.943840,-93.298372,USI Wireless,0,43
44.943840,-93.298372,NETGEAR31,3,40
44.943840,-93.298372,HOME-3152,3,44
44.943840,-93.298372,BatCave,2,36
44.943840,-93.298372,xfinitywifi,0,41
44.943840,-93.298372,HOME-8562,3,43
44.943840,-93.298372,The Real WiFi of Hennepin County,3,46
44.944189,-93.298356,usiw_secure_S13N008T2,3,53
44.944189,-93.298356,Toby,3,41
44.944189,-93.298356,HOME-4EE5,3,37
44.944189,-93.298356,!USI Fiber Available!,0,47
44.944189,-93.298356,MLBM-guest,0,36
44.944189,-93.298356,AIRPORT EXTREME,3,41
44.944287,-93.298324,4hawtbitches,3,40
44.944287,-93.298324,usiw_secure_S13N140T1,3,46
44.944287,-93.298324,LIG,3,41
44.944287,-93.298324,usiw_secure,3,46
44.944287,-93.298324,BunBun,3,37
44.944287,-93.298324,ViziSpa,0,43
44.944287,-93.298324,JLarsonLaw,3,43
44.944287,-93.298324,The Real WiFi of Hennepin County,3,41
44.944287,-93.298324,NETGEAR31,3,41
44.944287,-93.298324,HOME-8562,3,36
44.944287,-93.298324,SBC-24GHz,3,39
44.944287,-93.298324,PaulaLawFirm,3,44
44.944287,-93.298324,PS3-1313466,2,37
44.944287,-93.298324,KennyPowers,3,43
44.944287,-93.298324,airport extreme,3,41
44.944539,-93.298210,City of Minneapolis Public WiFi,0,47
44.944539,-93.298210,usiw_secure,3,40
44.944539,-93.298210,usiw_secure_S13N008T2,3,64
44.944539,-93.298210,!USI Fiber Available!,0,63
44.944539,-93.298210,airport extreme,3,43
44.944539,-93.298210,Toby,3,37
44.944539,-93.298210,xfinitywifi,0,39
44.944661,-93.298210,usiw_secure_S13N140T1,3,59
44.944661,-93.298210,PS3-1313466,2,39
44.944661,-93.298210,The Real WiFi of Hennepin County,3,43
44.944661,-93.298210,usiw_secure_S13N010T2,3,44
44.944661,-93.298210,iConnect,3,40
44.944661,-93.298210,NETGEAR31,3,41
44.944661,-93.298210,MLBM,3,39
44.944946,-93.298389,USI Wireless,0,64
44.944946,-93.298389,usiw_secure_S13N008T2,3,65
44.944946,-93.298389,City of Minneapolis Public WiFi,0,64
44.944946,-93.298389,usiw_secure,3,54
44.944946,-93.298389,!USI Fiber Available!,0,68
44.944946,-93.298389,HOME-B278,3,43
44.944946,-93.298389,xfinitywifi,0,46
44.944946,-93.298389,usiw_secure_S13N011T2,3,41
44.945052,-93.298389,HOME-1581,3,39
44.945052,-93.298389,usiw_secure_S13N140T1,3,52
44.945052,-93.298389,value8,3,41
44.945052,-93.298389,usiw_secure_S13N010T2,3,43
44.945052,-93.298389,iConnect,3,40
44.945052,-93.298389,cc3133,2,37
44.945052,-93.298389,Belay,3,58
44.945052,-93.298389,Truce,3,39
44.945052,-93.298389,dlink-DA48,3,47
44.945052,-93.298389,SheeleetaBuffet,3,40
44.945239,-93.298356,xfinitywifi,0,46
44.945239,-93.298356,USI Wireless,0,45
44.945239,-93.298356,usiw_secure_S13N008T2,3,49
44.945239,-93.298356,the twins,3,45
44.945239,-93.298356,usiw_secure_S13N011T2,3,44
44.945239,-93.298356,City of Minneapolis Public WiFi,0,47
44.945239,-93.298356,!USI Fiber Available!,0,52
44.945239,-93.298356,usiw_secure_S13N140T1,3,47
44.945239,-93.298356,SheeleetaBuffet,3,36
44.945378,-93.298356,OWNER-PC_Network,2,36
44.945378,-93.298356,usiw_secure_S13N010T2,3,44
44.945378,-93.298356,cc3133,2,43
44.945378,-93.298356,iConnect,3,39
44.945378,-93.298356,jodir,3,43
44.945378,-93.298356,usiw_secure,3,51
44.945378,-93.298356,USI-Fiber_4FE0,3,44
44.945378,-93.298356,CenturyLink3474,3,37
44.945378,-93.298356,HOME-1662,3,39
44.945378,-93.298356,Uptown Bar & Grill,3,36
44.945378,-93.298356,Linus's Hot Spot,3,37
44.945654,-93.298421,!USI Fiber Available!,0,39
44.945654,-93.298421,NETGEAR,1,44
44.945654,-93.298421,usiw_secure,3,53
44.945654,-93.298421,City of Minneapolis Public WiFi,0,39
44.945654,-93.298421,usiw_secure_S13N008T2,3,43
44.945654,-93.298421,USI Wireless,0,49
44.945654,-93.298421,xfinitywifi,0,50
44.945654,-93.298421,HOME-E4ED,3,46
44.945654,-93.298421,usiw_secure_S13N140T1,3,53
44.945654,-93.298421,HP-Print-F6-Photosmart 6520,3,37
44.945744,-93.298405,LittleGrayAliens,3,48
44.945744,-93.298405,Homegrown Lacrosse's Network,3,41
44.945744,-93.298405,the twins,3,39
44.945744,-93.298405,Fernando's iPad,3,37
44.945744,-93.298405,SheeleetaBuffet,3,39
44.945744,-93.298405,value8,3,35
44.945744,-93.298405,PETCD,3,46
44.946004,-93.298405,Guest Network,3,43
44.946004,-93.298405,!USI Fiber Available!,0,59
44.946004,-93.298405,usiw_secure,3,59
44.946004,-93.298405,Fernando's iPad,3,48
44.946004,-93.298405,City of Minneapolis Public WiFi,0,59
44.946004,-93.298405,Q.T.Property Management Uptown,3,41
44.946004,-93.298405,USI Wireless,0,59
44.946004,-93.298405,Uptown Lawyers' 2.4GHz Wifi,3,37
44.946004,-93.298405,usiw_secure_S13N140T1,3,55
44.946004,-93.298405,SheeleetaBuffet,3,36
44.946004,-93.298405,LittleGrayAliens,3,39
44.946110,-93.298340,xfinitywifi,0,36
44.946110,-93.298340,Wildcard,3,37
44.946110,-93.298340,HP-Print-B7-Officejet Pro 8610,0,37
44.946110,-93.298340,HP8AB73C,0,41
44.946110,-93.298340,HOME-1FC2,3,36
